Neighborhood,ARREST_YEAR,ARREST_QUARTER,#_ARRESTS,ARREST_CHANGE
Hunts Point - Mott Haven,2017,1,2997,-5.6360201511335015
Hunts Point - Mott Haven,2017,2,3013,0.5338672005338673
Hunts Point - Mott Haven,2017,3,2634,-12.57882509127116
Hunts Point - Mott Haven,2018,0,2688,2.050113895216401
Hunts Point - Mott Haven,2018,1,2500,-6.9940476190476195
Hunts Point - Mott Haven,2018,2,2573,2.92
Hunts Point - Mott Haven,2018,3,2279,-11.426350563544501
Hunts Point - Mott Haven,2019,0,2417,6.0552874067573494
Hunts Point - Mott Haven,2019,1,2404,-0.5378568473314025
Hunts Point - Mott Haven,2019,2,2272,-5.490848585690515
Hunts Point - Mott Haven,2019,3,1989,-12.455985915492958
Hunts Point - Mott Haven,2020,0,1982,-0.35193564605329314
Hunts Point - Mott Haven,2020,1,1288,-35.01513622603431
Hunts Point - Mott Haven,2020,2,1440,11.801242236024844
Hunts Point - Mott Haven,2020,3,2629,82.56944444444444
Hunts Point - Mott Haven,2021,0,1417,-46.10117915557247
Hunts Point - Mott Haven,2021,1,1267,-10.58574453069866
Hunts Point - Mott Haven,2021,2,1484,17.12707182320442
Hunts Point - Mott Haven,2021,3,1708,15.09433962264151
Hunts Point - Mott Haven,2022,0,1284,-24.824355971896956
Hunts Point - Mott Haven,2022,1,1617,25.934579439252335
Hunts Point - Mott Haven,2022,2,1914,18.367346938775512
Hunts Point - Mott Haven,2022,3,2084,8.881922675026123
Hunts Point - Mott Haven,2023,0,2378,14.107485604606525
Hunts Point - Mott Haven,2023,1,2554,7.401177460050462
JFK Airport,2006,0,0,
JFK Airport,2006,1,0,0.0
JFK Airport,2006,2,0,0.0
JFK Airport,2006,3,0,0.0
JFK Airport,2007,0,0,0.0
JFK Airport,2007,1,0,0.0
JFK Airport,2007,2,0,0.0
JFK Airport,2007,3,0,0.0
JFK Airport,2008,0,0,0.0
JFK Airport,2008,1,0,0.0
JFK Airport,2008,2,0,0.0
JFK Airport,2008,3,0,0.0
JFK Airport,2009,0,0,0.0
JFK Airport,2009,1,0,0.0
JFK Airport,2009,2,0,0.0
JFK Airport,2009,3,0,0.0
JFK Airport,2010,0,0,0.0
JFK Airport,2010,1,0,0.0
JFK Airport,2010,2,0,0.0
JFK Airport,2010,3,0,0.0
JFK Airport,2011,0,0,0.0
JFK Airport,2011,1,0,0.0
JFK Airport,2011,2,0,0.0
JFK Airport,2011,3,0,0.0
JFK Airport,2012,0,0,0.0
JFK Airport,2012,1,0,0.0
JFK Airport,2012,2,0,0.0
JFK Airport,2012,3,0,0.0
JFK Airport,2013,0,0,0.0
JFK Airport,2013,1,0,0.0
JFK Airport,2013,2,0,0.0
JFK Airport,2013,3,0,0.0
JFK Airport,2014,0,0,0.0
JFK Airport,2014,1,0,0.0
JFK Airport,2014,2,0,0.0
JFK Airport,2014,3,0,0.0
JFK Airport,2015,0,0,0.0
JFK Airport,2015,1,0,0.0
JFK Airport,2015,2,0,0.0
JFK Airport,2015,3,0,0.0
JFK Airport,2016,0,0,0.0
JFK Airport,2016,1,0,0.0
JFK Airport,2016,2,0,0.0
JFK Airport,2016,3,0,0.0
JFK Airport,2017,0,0,0.0
JFK Airport,2017,1,0,0.0
JFK Airport,2017,2,0,0.0
JFK Airport,2017,3,0,0.0
JFK Airport,2018,0,0,0.0
JFK Airport,2018,1,0,0.0
JFK Airport,2018,2,0,0.0
JFK Airport,2018,3,0,0.0
JFK Airport,2019,0,0,0.0
JFK Airport,2019,1,0,0.0
JFK Airport,2019,2,0,0.0
JFK Airport,2019,3,0,0.0
JFK Airport,2020,0,0,0.0
JFK Airport,2020,1,0,0.0
JFK Airport,2020,2,0,0.0
JFK Airport,2020,3,0,0.0
JFK Airport,2021,0,0,0.0
JFK Airport,2021,1,0,0.0
JFK Airport,2021,2,0,0.0
JFK Airport,2021,3,0,0.0
JFK Airport,2022,0,0,0.0
JFK Airport,2022,1,0,0.0
JFK Airport,2022,2,0,0.0
JFK Airport,2022,3,0,0.0
JFK Airport,2023,0,0,0.0
JFK Airport,2023,1,0,0.0
Jamaica,2006,0,3660,
Jamaica,2006,1,3636,-0.6557377049180327
Jamaica,2006,2,3686,1.3751375137513753
Jamaica,2006,3,3131,-15.056972327726534
Jamaica,2007,0,3688,17.78984350047908
Jamaica,2007,1,3767,2.1420824295010847
Jamaica,2007,2,3853,2.282983806742766
Jamaica,2007,3,3827,-0.6747988580327018
Jamaica,2008,0,4315,12.751502482362165
Jamaica,2008,1,3584,-16.940903823870222
Jamaica,2008,2,3838,7.087053571428571
Jamaica,2008,3,3620,-5.680041688379364
Jamaica,2009,0,4416,21.988950276243095
Jamaica,2009,1,4150,-6.023550724637681
Jamaica,2009,2,4359,5.036144578313253
Jamaica,2009,3,3937,-9.681119522826338
Jamaica,2010,0,3996,1.4986029972059944
Jamaica,2010,1,4297,7.532532532532532
Jamaica,2010,2,3988,-7.191063532697231
Jamaica,2010,3,3616,-9.327983951855568
Jamaica,2011,0,4139,14.463495575221238
Jamaica,2011,1,4330,4.614641217685431
Jamaica,2011,2,3707,-14.38799076212471
Jamaica,2011,3,3472,-6.339357971405449
Jamaica,2012,0,4328,24.65437788018433
Jamaica,2012,1,4361,0.7624768946395564
Jamaica,2012,2,4551,4.356798899335015
Jamaica,2012,3,3810,-16.282135794330916
Jamaica,2013,0,4546,19.31758530183727
Jamaica,2013,1,4859,6.885173779146503
Jamaica,2013,2,4995,2.798929820950813
Jamaica,2013,3,4765,-4.604604604604605
Jamaica,2014,0,5030,5.561385099685205
Jamaica,2014,1,5044,0.2783300198807157
Jamaica,2014,2,5507,9.179222839016653
Jamaica,2014,3,4218,-23.40657345197022
Jamaica,2015,0,4217,-0.02370791844476055
Jamaica,2015,1,4366,3.5333175243063795
Jamaica,2015,2,4392,0.5955107650022904
Jamaica,2015,3,3841,-12.545537340619308
Jamaica,2016,0,3953,2.9159073158031763
Jamaica,2016,1,3680,-6.9061472299519355
Jamaica,2016,2,3214,-12.66304347826087
Jamaica,2016,3,3042,-5.351586807716242
Jamaica,2017,0,3259,7.133464825772517
Jamaica,2017,1,3016,-7.456274930960418
Jamaica,2017,2,2811,-6.79708222811671
Jamaica,2017,3,2947,4.838135894699396
Jamaica,2018,0,2911,-1.2215812690872072
Jamaica,2018,1,2659,-8.656818962555823
Jamaica,2018,2,2858,7.484016547574276
Jamaica,2018,3,2480,-13.226032190342899
Jamaica,2019,0,2832,14.193548387096774
Jamaica,2019,1,2890,2.048022598870056
Jamaica,2019,2,2635,-8.823529411764707
Jamaica,2019,3,2242,-14.9146110056926
Jamaica,2020,0,2134,-4.817127564674398
Jamaica,2020,1,1421,-33.41143392689784
Jamaica,2020,2,1387,-2.3926812104152004
Jamaica,2020,3,2001,44.26820475847152
Jamaica,2021,0,1760,-12.043978010994502
Jamaica,2021,1,1579,-10.28409090909091
Jamaica,2021,2,1734,9.816339455351489
Jamaica,2021,3,1908,10.034602076124568
Jamaica,2022,0,1527,-19.968553459119498
Jamaica,2022,1,2061,34.9705304518664
Jamaica,2022,2,2307,11.935953420669577
Jamaica,2022,3,2802,21.456436931079324
Jamaica,2023,0,2702,-3.5688793718772307
Jamaica,2023,1,3114,15.247964470762398
Kingsbridge - Riverdale,2006,0,467,
Kingsbridge - Riverdale,2006,1,454,-2.7837259100642395
Kingsbridge - Riverdale,2006,2,502,10.572687224669604
Kingsbridge - Riverdale,2006,3,601,19.721115537848604
Kingsbridge - Riverdale,2007,0,710,18.136439267886857
Kingsbridge - Riverdale,2007,1,706,-0.5633802816901409
Kingsbridge - Riverdale,2007,2,709,0.424929178470255
Kingsbridge - Riverdale,2007,3,684,-3.5260930888575457
Kingsbridge - Riverdale,2008,0,726,6.140350877192982
Kingsbridge - Riverdale,2008,1,724,-0.27548209366391185
Kingsbridge - Riverdale,2008,2,748,3.314917127071823
Kingsbridge - Riverdale,2008,3,819,9.491978609625669
Kingsbridge - Riverdale,2009,0,1021,24.664224664224665
Kingsbridge - Riverdale,2009,1,1226,20.078354554358473
Kingsbridge - Riverdale,2009,2,1197,-2.365415986949429
Kingsbridge - Riverdale,2009,3,1336,11.61236424394319
Kingsbridge - Riverdale,2010,0,1874,40.26946107784431
Kingsbridge - Riverdale,2010,1,2122,13.233724653148347
Kingsbridge - Riverdale,2010,2,1832,-13.666352497643732
Kingsbridge - Riverdale,2010,3,1707,-6.823144104803494
Kingsbridge - Riverdale,2011,0,1912,12.00937316930287
Kingsbridge - Riverdale,2011,1,1852,-3.1380753138075312
Kingsbridge - Riverdale,2011,2,1605,-13.336933045356373
Kingsbridge - Riverdale,2011,3,1552,-3.3021806853582554
Kingsbridge - Riverdale,2012,0,1507,-2.899484536082474
Kingsbridge - Riverdale,2012,1,1311,-13.005972130059721
Kingsbridge - Riverdale,2012,2,781,-40.42715484363082
Kingsbridge - Riverdale,2012,3,621,-20.486555697823302
Kingsbridge - Riverdale,2013,0,640,3.059581320450886
Kingsbridge - Riverdale,2013,1,704,10.0
Kingsbridge - Riverdale,2013,2,646,-8.238636363636363
Kingsbridge - Riverdale,2013,3,675,4.489164086687306
Kingsbridge - Riverdale,2014,0,710,5.185185185185185
Kingsbridge - Riverdale,2014,1,797,12.253521126760564
Kingsbridge - Riverdale,2014,2,741,-7.026348808030113
Kingsbridge - Riverdale,2014,3,635,-14.304993252361673
Kingsbridge - Riverdale,2015,0,676,6.456692913385827
Kingsbridge - Riverdale,2015,1,640,-5.325443786982249
Kingsbridge - Riverdale,2015,2,658,2.8125
Kingsbridge - Riverdale,2015,3,636,-3.343465045592705
Kingsbridge - Riverdale,2016,0,628,-1.257861635220126
Kingsbridge - Riverdale,2016,1,567,-9.713375796178344
Kingsbridge - Riverdale,2016,2,625,10.229276895943562
Kingsbridge - Riverdale,2016,3,588,-5.92
Kingsbridge - Riverdale,2017,0,500,-14.965986394557824
Kingsbridge - Riverdale,2017,1,487,-2.6
Kingsbridge - Riverdale,2017,2,420,-13.75770020533881
Kingsbridge - Riverdale,2017,3,419,-0.2380952380952381
Kingsbridge - Riverdale,2018,0,455,8.591885441527445
Kingsbridge - Riverdale,2018,1,439,-3.5164835164835164
Kingsbridge - Riverdale,2018,2,406,-7.517084282460136
Kingsbridge - Riverdale,2018,3,405,-0.24630541871921183
Kingsbridge - Riverdale,2019,0,453,11.851851851851853
Kingsbridge - Riverdale,2019,1,443,-2.207505518763797
Kingsbridge - Riverdale,2019,2,479,8.126410835214447
Kingsbridge - Riverdale,2019,3,423,-11.691022964509393
Kingsbridge - Riverdale,2020,0,447,5.673758865248227
Kingsbridge - Riverdale,2020,1,302,-32.43847874720358
Kingsbridge - Riverdale,2020,2,193,-36.092715231788084
Kingsbridge - Riverdale,2020,3,197,2.072538860103627
Kingsbridge - Riverdale,2021,0,348,76.6497461928934
Kingsbridge - Riverdale,2021,1,333,-4.310344827586207
Kingsbridge - Riverdale,2021,2,381,14.414414414414415
Kingsbridge - Riverdale,2021,3,386,1.3123359580052494
Kingsbridge - Riverdale,2022,0,371,-3.8860103626943006
Kingsbridge - Riverdale,2022,1,527,42.04851752021563
Kingsbridge - Riverdale,2022,2,558,5.88235294117647
Kingsbridge - Riverdale,2022,3,643,15.232974910394265
Kingsbridge - Riverdale,2023,0,506,-21.30637636080871
Kingsbridge - Riverdale,2023,1,566,11.857707509881422
Laguardia Airport,2006,0,0,
Laguardia Airport,2006,1,0,0.0
Laguardia Airport,2006,2,0,0.0
Laguardia Airport,2006,3,0,0.0
Laguardia Airport,2007,0,0,0.0
Laguardia Airport,2007,1,0,0.0
Laguardia Airport,2007,2,0,0.0
Laguardia Airport,2007,3,0,0.0
Laguardia Airport,2008,0,0,0.0
Laguardia Airport,2008,1,0,0.0
Laguardia Airport,2008,2,0,0.0
Laguardia Airport,2008,3,0,0.0
Laguardia Airport,2009,0,0,0.0
Laguardia Airport,2009,1,0,0.0
Laguardia Airport,2009,2,0,0.0
Laguardia Airport,2009,3,0,0.0
Laguardia Airport,2010,0,0,0.0
Laguardia Airport,2010,1,0,0.0
Laguardia Airport,2010,2,0,0.0
Laguardia Airport,2010,3,0,0.0
Laguardia Airport,2011,0,0,0.0
Laguardia Airport,2011,1,0,0.0
Laguardia Airport,2011,2,0,0.0
Laguardia Airport,2011,3,0,0.0
Laguardia Airport,2012,0,0,0.0
Laguardia Airport,2012,1,0,0.0
Laguardia Airport,2012,2,0,0.0
Laguardia Airport,2012,3,0,0.0
Laguardia Airport,2013,0,0,0.0
Laguardia Airport,2013,1,0,0.0
Laguardia Airport,2013,2,0,0.0
Laguardia Airport,2013,3,0,0.0
Laguardia Airport,2014,0,0,0.0
Laguardia Airport,2014,1,0,0.0
Laguardia Airport,2014,2,0,0.0
Laguardia Airport,2014,3,0,0.0
Laguardia Airport,2015,0,0,0.0
Laguardia Airport,2015,1,0,0.0
Laguardia Airport,2015,2,0,0.0
Laguardia Airport,2015,3,0,0.0
Laguardia Airport,2016,0,0,0.0
Laguardia Airport,2016,1,0,0.0
Laguardia Airport,2016,2,0,0.0
Laguardia Airport,2016,3,0,0.0
Laguardia Airport,2017,0,0,0.0
Laguardia Airport,2017,1,0,0.0
Laguardia Airport,2017,2,0,0.0
Laguardia Airport,2017,3,0,0.0
Laguardia Airport,2018,0,0,0.0
Laguardia Airport,2018,1,0,0.0
Laguardia Airport,2018,2,0,0.0
Laguardia Airport,2018,3,0,0.0
Laguardia Airport,2019,0,0,0.0
Laguardia Airport,2019,1,0,0.0
Laguardia Airport,2019,2,0,0.0
Laguardia Airport,2019,3,0,0.0
Laguardia Airport,2020,0,0,0.0
Laguardia Airport,2020,1,0,0.0
Laguardia Airport,2020,2,0,0.0
Laguardia Airport,2020,3,0,0.0
Laguardia Airport,2021,0,0,0.0
Laguardia Airport,2021,1,0,0.0
Laguardia Airport,2021,2,0,0.0
Laguardia Airport,2021,3,0,0.0
Laguardia Airport,2022,0,0,0.0
Laguardia Airport,2022,1,0,0.0
Laguardia Airport,2022,2,0,0.0
Laguardia Airport,2022,3,0,0.0
Laguardia Airport,2023,0,0,0.0
Laguardia Airport,2023,1,0,0.0
Long Island City - Astoria,2006,0,2153,
Long Island City - Astoria,2006,1,2046,-4.969809568044589
Long Island City - Astoria,2006,2,1818,-11.143695014662756
Long Island City - Astoria,2006,3,2004,10.231023102310232
Long Island City - Astoria,2007,0,2321,15.818363273453093
Long Island City - Astoria,2007,1,2293,-1.2063765618267988
Long Island City - Astoria,2007,2,2225,-2.9655473179241167
Long Island City - Astoria,2007,3,1944,-12.629213483146067
Long Island City - Astoria,2008,0,2038,4.8353909465020575
Long Island City - Astoria,2008,1,2056,0.8832188420019628
Long Island City - Astoria,2008,2,1820,-11.478599221789883
Long Island City - Astoria,2008,3,1692,-7.032967032967033
Long Island City - Astoria,2009,0,2150,27.06855791962175
Long Island City - Astoria,2009,1,1876,-12.744186046511627
Long Island City - Astoria,2009,2,1722,-8.208955223880597
Long Island City - Astoria,2009,3,1601,-7.0267131242741
Long Island City - Astoria,2010,0,1682,5.059337913803873
Long Island City - Astoria,2010,1,1797,6.837098692033294
Long Island City - Astoria,2010,2,1772,-1.3912075681691707
Long Island City - Astoria,2010,3,1701,-4.006772009029345
Long Island City - Astoria,2011,0,1818,6.878306878306878
Long Island City - Astoria,2011,1,1836,0.9900990099009901
Long Island City - Astoria,2011,2,1461,-20.424836601307188
Long Island City - Astoria,2011,3,1660,13.620807665982204
Long Island City - Astoria,2012,0,1746,5.1807228915662655
Long Island City - Astoria,2012,1,1568,-10.194730813287514
Long Island City - Astoria,2012,2,1495,-4.655612244897959
Long Island City - Astoria,2012,3,1428,-4.481605351170568
Long Island City - Astoria,2013,0,1722,20.588235294117645
Long Island City - Astoria,2013,1,1929,12.020905923344948
Long Island City - Astoria,2013,2,1838,-4.717470191809228
Long Island City - Astoria,2013,3,1677,-8.759521218715996
Long Island City - Astoria,2014,0,1783,6.320810971973763
Long Island City - Astoria,2014,1,1829,2.579921480650589
Long Island City - Astoria,2014,2,1838,0.4920721705850191
Long Island City - Astoria,2014,3,1593,-13.329706202393906
Long Island City - Astoria,2015,0,1589,-0.25109855618330196
Long Island City - Astoria,2015,1,1546,-2.7061044682190056
Long Island City - Astoria,2015,2,1595,3.169469598965071
Long Island City - Astoria,2015,3,1604,0.5642633228840125
Long Island City - Astoria,2016,0,1677,4.551122194513716
Long Island City - Astoria,2016,1,1795,7.036374478234943
Long Island City - Astoria,2016,2,1554,-13.426183844011142
Long Island City - Astoria,2016,3,1646,5.9202059202059205
Long Island City - Astoria,2017,0,1687,2.490886998784933
Long Island City - Astoria,2017,1,1753,3.912270302311796
Long Island City - Astoria,2017,2,1409,-19.623502567027952
Long Island City - Astoria,2017,3,1513,7.3811213626685594
Long Island City - Astoria,2018,0,1419,-6.212822207534699
Long Island City - Astoria,2018,1,1351,-4.792107117688513
Long Island City - Astoria,2018,2,1305,-3.4048852701702446
Long Island City - Astoria,2018,3,1230,-5.747126436781609
Long Island City - Astoria,2019,0,1299,5.609756097560976
Long Island City - Astoria,2019,1,1255,-3.387220939183987
Long Island City - Astoria,2019,2,1129,-10.0398406374502
Long Island City - Astoria,2019,3,928,-17.803365810451727
Long Island City - Astoria,2020,0,919,-0.9698275862068966
Long Island City - Astoria,2020,1,621,-32.4265505984766
Long Island City - Astoria,2020,2,613,-1.288244766505636
Long Island City - Astoria,2020,3,524,-14.518760195758565
Long Island City - Astoria,2021,0,1076,105.34351145038168
Long Island City - Astoria,2021,1,973,-9.572490706319703
Long Island City - Astoria,2021,2,1079,10.894141829393627
Long Island City - Astoria,2021,3,846,-21.59406858202039
Long Island City - Astoria,2022,0,661,-21.86761229314421
Long Island City - Astoria,2022,1,1116,68.83509833585477
Long Island City - Astoria,2022,2,1288,15.412186379928317
Long Island City - Astoria,2022,3,1497,16.22670807453416
Long Island City - Astoria,2023,0,1163,-22.31128924515698
Long Island City - Astoria,2023,1,1230,5.760963026655202
Lower Manhattan,2006,0,558,
Lower Manhattan,2006,1,565,1.2544802867383513
Lower Manhattan,2006,2,680,20.353982300884958
Lower Manhattan,2006,3,612,-10.0
Lower Manhattan,2007,0,667,8.986928104575163
Lower Manhattan,2007,1,652,-2.2488755622188905
Lower Manhattan,2007,2,646,-0.9202453987730062
Lower Manhattan,2007,3,587,-9.13312693498452
Lower Manhattan,2008,0,631,7.495741056218058
Lower Manhattan,2008,1,662,4.91283676703645
Lower Manhattan,2008,2,636,-3.927492447129909
Lower Manhattan,2008,3,610,-4.088050314465408
Lower Manhattan,2009,0,708,16.065573770491802
Lower Manhattan,2009,1,673,-4.943502824858757
Lower Manhattan,2009,2,664,-1.337295690936107
Lower Manhattan,2009,3,609,-8.283132530120483
Lower Manhattan,2010,0,684,12.31527093596059
Lower Manhattan,2010,1,652,-4.678362573099415
Lower Manhattan,2010,2,690,5.828220858895705
Lower Manhattan,2010,3,735,6.521739130434782
Lower Manhattan,2011,0,688,-6.394557823129252
Lower Manhattan,2011,1,810,17.732558139534884
Lower Manhattan,2011,2,1183,46.04938271604938
Lower Manhattan,2011,3,1235,4.395604395604396
Lower Manhattan,2012,0,998,-19.190283400809715
Lower Manhattan,2012,1,897,-10.120240480961924
Lower Manhattan,2012,2,1062,18.394648829431436
Lower Manhattan,2012,3,516,-51.41242937853108
Lower Manhattan,2013,0,580,12.4031007751938
Lower Manhattan,2013,1,788,35.86206896551724
Lower Manhattan,2013,2,777,-1.3959390862944163
Lower Manhattan,2013,3,692,-10.939510939510939
Lower Manhattan,2014,0,636,-8.092485549132949
Lower Manhattan,2014,1,683,7.3899371069182385
Lower Manhattan,2014,2,787,15.226939970717424
Lower Manhattan,2014,3,538,-31.639135959339264
Lower Manhattan,2015,0,561,4.275092936802974
Lower Manhattan,2015,1,617,9.982174688057041
Lower Manhattan,2015,2,765,23.9870340356564
Lower Manhattan,2015,3,564,-26.27450980392157
Lower Manhattan,2016,0,638,13.120567375886525
Lower Manhattan,2016,1,676,5.956112852664576
Lower Manhattan,2016,2,683,1.0355029585798818
Lower Manhattan,2016,3,607,-11.127379209370424
Lower Manhattan,2017,0,599,-1.3179571663920924
Lower Manhattan,2017,1,533,-11.018363939899833
Lower Manhattan,2017,2,594,11.44465290806754
Lower Manhattan,2017,3,569,-4.208754208754209
Lower Manhattan,2018,0,622,9.314586994727591
Lower Manhattan,2018,1,467,-24.919614147909968
Lower Manhattan,2018,2,475,1.7130620985010707
Lower Manhattan,2018,3,384,-19.157894736842103
Lower Manhattan,2019,0,461,20.052083333333336
Lower Manhattan,2019,1,471,2.1691973969631237
Lower Manhattan,2019,2,507,7.643312101910828
Lower Manhattan,2019,3,403,-20.51282051282051
Lower Manhattan,2020,0,321,-20.34739454094293
Lower Manhattan,2020,1,318,-0.9345794392523363
Lower Manhattan,2020,2,212,-33.33333333333333
Lower Manhattan,2020,3,231,8.962264150943396
Lower Manhattan,2021,0,230,-0.4329004329004329
Lower Manhattan,2021,1,197,-14.347826086956522
Lower Manhattan,2021,2,290,47.20812182741117
Lower Manhattan,2021,3,306,5.517241379310345
Lower Manhattan,2022,0,250,-18.30065359477124
Lower Manhattan,2022,1,260,4.0
Lower Manhattan,2022,2,337,29.615384615384617
Lower Manhattan,2022,3,349,3.5608308605341246
Lower Manhattan,2023,0,350,0.28653295128939826
Lower Manhattan,2023,1,387,10.571428571428571
Northeast Bronx,2006,0,1526,
Northeast Bronx,2006,1,1359,-10.943643512450851
Northeast Bronx,2006,2,1638,20.52980132450331
Northeast Bronx,2006,3,1388,-15.262515262515263
Northeast Bronx,2007,0,1682,21.181556195965417
Northeast Bronx,2007,1,1604,-4.637336504161712
Northeast Bronx,2007,2,1856,15.710723192019952
Northeast Bronx,2007,3,1546,-16.70258620689655
Northeast Bronx,2008,0,1764,14.100905562742561
Northeast Bronx,2008,1,1684,-4.535147392290249
Northeast Bronx,2008,2,1877,11.460807600950119
Northeast Bronx,2008,3,1803,-3.942461374533831
Northeast Bronx,2009,0,1855,2.8840820854132
Northeast Bronx,2009,1,1690,-8.89487870619946
Northeast Bronx,2009,2,1776,5.088757396449704
Northeast Bronx,2009,3,1597,-10.07882882882883
Northeast Bronx,2010,0,1853,16.030056355666876
Northeast Bronx,2010,1,1867,0.7555315704263357
Northeast Bronx,2010,2,1674,-10.337439742903053
Northeast Bronx,2010,3,1548,-7.526881720430108
Northeast Bronx,2011,0,1656,6.976744186046512
Northeast Bronx,2011,1,1665,0.5434782608695652
Northeast Bronx,2011,2,1629,-2.1621621621621623
Northeast Bronx,2011,3,1463,-10.190300798035604
Northeast Bronx,2012,0,1628,11.278195488721805
Northeast Bronx,2012,1,1499,-7.923832923832924
Northeast Bronx,2012,2,1714,14.342895263509007
Northeast Bronx,2012,3,1575,-8.109684947491248
Northeast Bronx,2013,0,1696,7.682539682539683
Northeast Bronx,2013,1,1682,-0.8254716981132075
Northeast Bronx,2013,2,1700,1.070154577883472
Northeast Bronx,2013,3,1466,-13.76470588235294
Northeast Bronx,2014,0,1598,9.004092769440655
Northeast Bronx,2014,1,1913,19.712140175219023
Northeast Bronx,2014,2,1807,-5.541035023523262
Northeast Bronx,2014,3,1498,-17.10016602102933
Northeast Bronx,2015,0,1551,3.538050734312417
Northeast Bronx,2015,1,1764,13.733075435203096
Northeast Bronx,2015,2,1634,-7.369614512471655
Northeast Bronx,2015,3,1461,-10.5875152998776
Northeast Bronx,2016,0,1473,0.8213552361396305
Northeast Bronx,2016,1,1457,-1.0862186014935504
Northeast Bronx,2016,2,1417,-2.7453671928620453
Northeast Bronx,2016,3,1380,-2.611150317572336
Northeast Bronx,2017,0,1428,3.4782608695652173
Northeast Bronx,2017,1,1421,-0.49019607843137253
Northeast Bronx,2017,2,1425,0.28149190710767064
Northeast Bronx,2017,3,1384,-2.8771929824561404
Northeast Bronx,2018,0,1386,0.1445086705202312
Northeast Bronx,2018,1,1155,-16.666666666666664
Northeast Bronx,2018,2,1232,6.666666666666667
Northeast Bronx,2018,3,1150,-6.6558441558441555
Northeast Bronx,2019,0,1319,14.695652173913043
Northeast Bronx,2019,1,1228,-6.899166034874906
Northeast Bronx,2019,2,1102,-10.260586319218241
Northeast Bronx,2019,3,958,-13.06715063520871
Northeast Bronx,2020,0,871,-9.08141962421712
Northeast Bronx,2020,1,622,-28.587830080367393
Northeast Bronx,2020,2,630,1.2861736334405145
Northeast Bronx,2020,3,577,-8.412698412698413
Northeast Bronx,2021,0,830,43.84748700173311
Northeast Bronx,2021,1,758,-8.674698795180722
Northeast Bronx,2021,2,831,9.630606860158311
Northeast Bronx,2021,3,760,-8.543922984356197
Northeast Bronx,2022,0,831,9.342105263157894
Northeast Bronx,2022,1,984,18.4115523465704
Northeast Bronx,2022,2,930,-5.487804878048781
Northeast Bronx,2022,3,969,4.193548387096775
Northeast Bronx,2023,0,985,1.6511867905056758
Northeast Bronx,2023,1,1168,18.578680203045685
Pelham - Throgs Neck,2006,0,3501,
Pelham - Throgs Neck,2006,1,3596,2.7135104255926876
Pelham - Throgs Neck,2006,2,3380,-6.0066740823136815
Pelham - Throgs Neck,2006,3,3239,-4.171597633136095
Pelham - Throgs Neck,2007,0,4118,27.138005557270763
Pelham - Throgs Neck,2007,1,4045,-1.7727051966974259
Pelham - Throgs Neck,2007,2,3694,-8.677379480840544
Pelham - Throgs Neck,2007,3,3488,-5.576610720086627
Pelham - Throgs Neck,2008,0,3919,12.35665137614679
Pelham - Throgs Neck,2008,1,3620,-7.629497320745088
Pelham - Throgs Neck,2008,2,3323,-8.204419889502763
Pelham - Throgs Neck,2008,3,3176,-4.42371351188685
Pelham - Throgs Neck,2009,0,3781,19.04911838790932
Pelham - Throgs Neck,2009,1,3729,-1.375297540333245
Pelham - Throgs Neck,2009,2,3718,-0.2949852507374631
Pelham - Throgs Neck,2009,3,3525,-5.190962883270576
Pelham - Throgs Neck,2010,0,3800,7.801418439716312
Pelham - Throgs Neck,2010,1,3730,-1.8421052631578945
Pelham - Throgs Neck,2010,2,3755,0.6702412868632708
Pelham - Throgs Neck,2010,3,3788,0.8788282290279626
Pelham - Throgs Neck,2011,0,4206,11.034846884899684
Pelham - Throgs Neck,2011,1,4172,-0.8083689966714217
Pelham - Throgs Neck,2011,2,3641,-12.727708533077662
Pelham - Throgs Neck,2011,3,3864,6.124691018950838
Pelham - Throgs Neck,2012,0,4310,11.542443064182194
Pelham - Throgs Neck,2012,1,3390,-21.34570765661253
Pelham - Throgs Neck,2012,2,3584,5.722713864306785
Pelham - Throgs Neck,2012,3,2667,-25.5859375
Pelham - Throgs Neck,2013,0,3028,13.535808023997001
Pelham - Throgs Neck,2013,1,3166,4.557463672391017
Pelham - Throgs Neck,2013,2,3231,2.053063802905875
Pelham - Throgs Neck,2013,3,2999,-7.180439492417208
Pelham - Throgs Neck,2014,0,3144,4.834944981660554
Pelham - Throgs Neck,2014,1,3315,5.438931297709924
Pelham - Throgs Neck,2014,2,3221,-2.8355957767722475
Pelham - Throgs Neck,2014,3,2741,-14.902204284383732
Pelham - Throgs Neck,2015,0,2473,-9.777453484129879
Pelham - Throgs Neck,2015,1,2677,8.24909017387788
Pelham - Throgs Neck,2015,2,2631,-1.7183414269704895
Pelham - Throgs Neck,2015,3,2325,-11.630558722919043
Pelham - Throgs Neck,2016,0,2544,9.419354838709678
Pelham - Throgs Neck,2016,1,2818,10.770440251572328
Pelham - Throgs Neck,2016,2,2543,-9.758694109297373
Pelham - Throgs Neck,2016,3,2430,-4.4435705859221395
Pelham - Throgs Neck,2017,0,2544,4.691358024691358
Pelham - Throgs Neck,2017,1,2688,5.660377358490567
Pelham - Throgs Neck,2017,2,2493,-7.2544642857142865
Pelham - Throgs Neck,2017,3,2377,-4.6530284797432815
Pelham - Throgs Neck,2018,0,2447,2.944888514934792
